Governorate,City,District,Town
محافظة حماة,السقيلبية,قلعة المضيق,ميدان غزال
محافظة اللاذقية,القرداحة,مركز القرداحة,القرداحة
محافظة اللاذقية,القرداحة,مركز القرداحة,بني عيسى
محافظة اللاذقية,القرداحة,مركز القرداحة,الباسل (اليابسة)
محافظة اللاذقية,القرداحة,مركز القرداحة,بحواريا
محافظة اللاذقية,القرداحة,مركز القرداحة,بكراما
محافظة اللاذقية,القرداحة,مركز القرداحة,بحمرة
محافظة اللاذقية,القرداحة,مركز القرداحة,بشلاما
محافظة اللاذقية,القرداحة,مركز القرداحة,بشرية
محافظة اللاذقية,القرداحة,مركز القرداحة,بسين
محافظة اللاذقية,القرداحة,مركز القرداحة,البيطار
محافظة اللاذقية,القرداحة,مركز القرداحة,بسوت
محافظة اللاذقية,القرداحة,مركز القرداحة,الدبيقة
محافظة اللاذقية,القرداحة,مركز القرداحة,دير دوما
محافظة اللاذقية,القرداحة,مركز القرداحة,دير حنا
محافظة اللاذقية,القرداحة,مركز القرداحة,دويرتان
محافظة اللاذقية,القرداحة,مركز القرداحة,عين العروس
محافظة اللاذقية,القرداحة,مركز القرداحة,أسطمنا
محافظة اللاذقية,القرداحة,مركز القرداحة,غلميسة
محافظة اللاذقية,القرداحة,مركز القرداحة,حرف رضوة
محافظة اللاذقية,القرداحة,مركز القرداحة,جديدة
محافظة اللاذقية,القرداحة,مركز القرداحة,جرماتي
محافظة اللاذقية,القرداحة,مركز القرداحة,كلماخو
محافظة اللاذقية,القرداحة,مركز القرداحة,مرج معيربان
محافظة اللاذقية,القرداحة,مركز القرداحة,مرج موسى
محافظة اللاذقية,القرداحة,مركز القرداحة,مركيه
محافظة اللاذقية,القرداحة,مركز القرداحة,المتن
محافظة اللاذقية,القرداحة,مركز القرداحة,الميسة
محافظة اللاذقية,القرداحة,مركز القرداحة,المران
محافظة اللاذقية,القرداحة,مركز القرداحة,مريجات
محافظة اللاذقية,القرداحة,مركز القرداحة,نيننتي
محافظة اللاذقية,القرداحة,مركز القرداحة,نينة
محافظة اللاذقية,القرداحة,مركز القرداحة,عوينة الريحان
محافظة اللاذقية,القرداحة,مركز القرداحة,قللورية
محافظة اللاذقية,القرداحة,مركز القرداحة,قاموع (كفر دبيل)
محافظة اللاذقية,القرداحة,مركز القرداحة,القرامة
محافظة اللاذقية,القرداحة,مركز القرداحة,القطلبة
محافظة اللاذقية,القرداحة,مركز القرداحة,رأس القللورية
محافظة اللاذقية,القرداحة,مركز القرداحة,رسيون
محافظة اللاذقية,القرداحة,مركز القرداحة,رويسة عفيف
محافظة اللاذقية,القرداحة,مركز القرداحة,رويسه بدرية
محافظة اللاذقية,القرداحة,مركز القرداحة,رويسة البساتنة
محافظة اللاذقية,القرداحة,مركز القرداحة,سفرقية
محافظة اللاذقية,القرداحة,مركز القرداحة,سللورين
محافظة اللاذقية,القرداحة,مركز القرداحة,سلاغو
محافظة اللاذقية,القرداحة,مركز القرداحة,الأسد
محافظة اللاذقية,القرداحة,مركز القرداحة,الثورة
محافظة اللاذقية,القرداحة,مركز القرداحة,المروش
محافظة اللاذقية,القرداحة,مركز القرداحة,خربة أبو خسرف
محافظة اللاذقية,القرداحة,مركز القرداحة,دير إبراهيم
محافظة اللاذقية,القرداحة,مركز القرداحة,ديرونة
محافظة اللاذقية,القرداحة,مركز القرداحة,قويقة
محافظة اللاذقية,القرداحة,مركز القرداحة,اسطامو
محافظة اللاذقية,القرداحة,مركز القرداحة,مزرعة السنديانة
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,عنانيب
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,الأريزة
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,البلاط
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,فرزلا
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,جوبة برغال
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,خربة السنديانة
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,خريبيات القلعة
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,قلعة المهالبة
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,مليخ
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,قرير
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,الروابي الخضر البور
محافظة اللاذقية,القرداحة,جوبة برغال السكانية,زينيو
محافظة اللاذقية,القرداحة,حرف المسيترة,العامود
محافظة اللاذقية,القرداحة,حرف المسيترة,عرقوب
محافظة اللاذقية,القرداحة,حرف المسيترة,عروسة الجبل
محافظة اللاذقية,القرداحة,حرف المسيترة,الدليبات
محافظة اللاذقية,القرداحة,حرف المسيترة,عين الحيات
محافظة اللاذقية,القرداحة,حرف المسيترة,فرشات
محافظة اللاذقية,القرداحة,حرف المسيترة,حرف المسيترة
محافظة اللاذقية,القرداحة,حرف المسيترة,القرندح
محافظة اللاذقية,القرداحة,حرف المسيترة,شنبوطين
محافظة اللاذقية,القرداحة,الفاخورة,اسطامو
محافظة اللاذقية,القرداحة,الفاخورة,البسطيرون
محافظة اللاذقية,القرداحة,الفاخورة,بحوراة
محافظة اللاذقية,القرداحة,الفاخورة,بيت سوهين
محافظة اللاذقية,القرداحة,الفاخورة,بصراما
محافظة اللاذقية,القرداحة,الفاخورة,بقيلون
محافظة اللاذقية,القرداحة,الفاخورة,بستان البركة
محافظة اللاذقية,القرداحة,الفاخورة,دباش
محافظة اللاذقية,القرداحة,الفاخورة,الفاخورة
محافظة اللاذقية,القرداحة,الفاخورة,غيو
محافظة اللاذقية,القرداحة,الفاخورة,الحسانية
محافظة اللاذقية,القرداحة,الفاخورة,كفرز
محافظة اللاذقية,القرداحة,الفاخورة,خشخاشة
محافظة اللاذقية,القرداحة,الفاخورة,معلقة
محافظة اللاذقية,القرداحة,الفاخورة,نقورو
محافظة اللاذقية,القرداحة,الفاخورة,القلمون
محافظة اللاذقية,القرداحة,الفاخورة,قمين
محافظة اللاذقية,القرداحة,الفاخورة,ترمي
محافظة اللاذقية,القرداحة,الفاخورة,دير زينون (وطي دير زينون)
محافظة اللاذقية,القرداحة,الفاخورة,يرتة
محافظة اللاذقية,القرداحة,الفاخورة,اللدينة
محافظة اللاذقية,القرداحة,الفاخورة,بسيقة الغربية
محافظة اللاذقية,القرداحة,الفاخورة,جبيرية
محافظة اللاذقية,القرداحة,الفاخورة,مرخو
محافظة اللاذقية,جبلة,مركز جبلة,عرب الملك (جركس)
محافظة اللاذقية,جبلة,مركز جبلة,الأشرفية
محافظة اللاذقية,جبلة,مركز جبلة,بطرة
